,index,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
357,29841,2/7/2014 21:30,sarnia (canada),on,ca,triangle,120,1-2 minutes,Triangle up to 11 light formation.,2/27/2014,42.966667,-82.4
358,29855,2/8/1999 20:00,guelph (canada),on,ca,triangle,30,~30 seconds,Craft had 3 bright circular white lights and flew WSW (against final approach pattern to Pearson International Airport) at roughly 2500,12/2/2000,43.55,-80.25
359,29936,2/8/2008 19:00,atikokan (canada),on,ca,disk,600,10 min,eye shaped object lights up car interior as it passes in front of us,3/31/2008,48.75,-91.616667
360,30105,2/9/2007 17:30,grimsby (canada),on,ca,other,60,1 minute,Strange fly-strip-looking object floating over houses along Lake Ontario.,2/24/2007,43.2,-79.55
361,30247,3/10/2005 06:09,cardinal (canada),on,ca,cigar,15,10-15 seconds,black/grey cigar shaped craft travelling over US land by St Lawrence River - viewed from Canadian side,5/11/2005,44.783333,-75.366667
362,30417,3/11/2001 21:40,fort erie (canada),on,ca,triangle,5,5 seconds,An oblect approached from the west from over lake erie&#44 and traveled from across the skyline in a few seconds heading toward Niagara Fa,3/16/2001,42.9,-78.93333299999999
363,30424,3/11/2002 21:03,whitby (canada),on,ca,fireball,20,20 seconds,Bright craft followed by 6 police aircraft.,9/6/2002,43.866667,-78.93333299999999
364,30428,3/11/2003 15:00,shabaqua (thunder bay)  (canada),on,ca,fireball,3,3 seconds,A orange fireball.,3/21/2003,48.583333,-89.9
365,30477,3/11/2007 19:58,toronto (canada),on,ca,fireball,6,6 sec. approx.,Big flaming intense green meteor(ite?) travelling south&#44 very low in the sky. Very cool. Looks like it would have landed in the south o,4/27/2007,43.666667,-79.416667
366,30481,3/11/2007 20:04,milton (canada),on,ca,flash,1200,20 minutes,Bright flash&#44 smoke trail&#44 UFO drone&#44 escorted airliner&#44 hovering object.,4/27/2007,46.3,-63.216667
367,30482,3/11/2007 20:10,scarborough (canada),on,ca,fireball,5,5 seconds,Green fireball streaks across the Scarborough sky,4/27/2007,43.75,-79.2
368,30587,3/1/1991 22:00,welland (canada),on,ca,light,180,3 mins,A light winding down to the ground,2/18/2001,42.983333,-79.25
369,30866,3/12/2001 21:30,thunder bay (canada),on,ca,circle,15,15 seconds,strange round light object,3/16/2001,48.4,-89.233333
370,31071,3/13/1997 22:00,ottawa (canada),on,ca,light,7,5-7 seconds,light movement none like i&#39ve seen before.,5/24/2005,45.416667,-75.7
371,31086,3/13/1999 03:43,niagara falls (canada),on,ca,fireball,60,1 minute,A green fireball falling to our south&#44 maybe 5 or 10 miles away.,12/2/2000,43.1,-79.05
372,31184,3/13/2007 23:15,whitby (canada),on,ca,triangle,60,1 minute,Dark triangular craft with white light on each point and large white light in middle.,4/27/2007,43.866667,-78.93333299999999
373,31196,3/13/2008 23:45,toronto (canada),on,ca,other,2400,40 minutes,RED LIGHT UFO IN CANADA,3/31/2008,43.666667,-79.416667
374,31239,3/13/2012 21:25,burlington (canada),on,ca,triangle,30,30 seconds,My son and I were out looking up at the clear night sky identifying planets when we saw a silent object with 3 points of light: one at,3/16/2012,43.316667,-79.8
375,31350,3/14/2006 22:35,hamilton (canada),on,ca,oval,300,5 minutes,Oval shaped craft over Canada,5/15/2006,43.25,-79.833333
376,31417,3/14/2012 22:45,south porcupine (canada),on,ca,circle,1200,20 minutes,I was lucky enough to grab my camera and have provided YouTube like to the original footage&#44 written and oral comments as well. 500,3/16/2012,48.466667,-81.2
377,31445,3/15/1951 10:30,espanola (canada),on,ca,cigar,15,15 seconds,Large silvery cigar shaped craft was seen by a 10 year old in Northern Ontario&#44 Canada in 1951.,2/12/2004,46.25,-81.766667
378,31480,3/15/1979 18:00,thunder bay (canada),on,ca,unknown,300,3-5 minutes,Flashing row of lights,10/30/2012,48.4,-89.233333
379,31584,3/15/2000 21:00,belmont (canada),on,ca,sphere,600,10 min.,Glowing orange/red probes appeared to be studying small rural town,11/20/2001,45.416667,-63.38333299999999
380,31701,3/15/2007 16:00,etobicoke (canada),on,ca,disk,60,1 minute,silver disk&#44  hovering in the sky approx. 1 minute,6/12/2007,43.7,-79.56666700000001
381,31793,3/15/2013 23:30,north bay (canada),on,ca,fireball,20,20 seconds,Orange-Yellow Small Solid Light Appearing from the South East (North Bay&#44 Ontario).,7/3/2013,46.3,-79.45
382,31960,3/16/2013 20:10,oshawa (canada),on,ca,circle,300,5 minutes,Four large red circles in night sky,5/15/2013,43.9,-78.866667
383,32057,3/17/2006 13:30,peterborough (canada),on,ca,sphere,300,5 minutes,Silver sphere like crafts seen over northern skies of Peterborough,5/15/2006,44.3,-78.333333
384,32170,3/18/2003 20:10,oshawa (canada),on,ca,light,40,approx: 40 sec,HBCCUFO CANADIAN REPORT:  Couple catch strange orange light on video,3/21/2003,43.9,-78.866667
385,32171,3/18/2003 21:10,oshawa (canada),on,ca,light,40,40 sec,HBCCUFO CANADIAN REPORT:  Update: Light seen and video taped in Oshawa&#44 Ontario.,3/21/2003,43.9,-78.866667
386,32286,3/18/2014 21:15,toronto (canada),on,ca,disk,900,15 minutes,On investigation of explosive sounds outside my window&#44 I saw an object on the horizon which came closer and appeared to be a ufo.,3/21/2014,43.666667,-79.416667
387,32289,3/18/2014 22:25,brampton (canada),on,ca,triangle,5,5 seconds,Green triangular light&#44 bigger and slower than a shooting star with bluish trail northwest over Brampton.,3/21/2014,43.683333,-79.766667
388,32312,3/19/2001 13:00,cambridge (canada),on,ca,diamond,300,5 minutes,Five bright objects over Ontario engaged in dogfight&#44 daylight sighting.,4/1/2001,43.383333,-80.31666700000001
389,32336,3/19/2004 05:30,brampton (canada),on,ca,circle,40,approx: 40 seconds,HBCCUFO CANADIAN REPORT:  Two circular quickly started to accelerate north.,3/23/2004,43.683333,-79.766667
390,32612,3/20/2012 22:50,bradford (canada),on,ca,disk,420,7 minutes,((HOAX??))  Flying Saucer an hour north of TORONTO CANADA,5/13/2012,44.116667,-79.56666700000001
391,32697,3/21/2004 19:37,ottawa (canada),on,ca,fireball,3,3 seconds,Blue Green  FireBall  Flying close to the Ottawa Airport and the Canadian Forces Base,3/23/2004,45.416667,-75.7
392,32698,3/21/2004 19:37,ottawa (canada),on,ca,fireball,3,3 seconds,HBCCUFO CANADIAN REPORT:  Fireball Sighting,3/23/2004,45.416667,-75.7
393,32959,3/2/2014 23:00,ottawa (canada),on,ca,oval,600,10 minutes,Seen two bright lights hovering in sky&#44 then disappear in a flash.,3/18/2014,45.416667,-75.7
394,32993,3/22/2002 00:00,hamilton (canada),on,ca,teardrop,300,5 mins,tear shaped object over hamilton ontario,4/8/2002,43.25,-79.833333
395,33032,3/22/2007 21:56,richmond hill (canada),on,ca,disk,25,25 seconds,((HOAX??))  Massive disc shaped craft&#44 dark in colour with white and red lights.,4/27/2007,43.866667,-79.43333299999999
396,33184,3/23/2008 02:00,toronto (canada),on,ca,cylinder,240,3-4 minutes,We both saw it at the same time.,3/31/2008,43.666667,-79.416667
397,33246,3/23/2013 23:00,ottawa (canada),on,ca,light,1,1 second,Goverment tr3b antigravity eltromagnetic propulsion.,5/15/2013,45.416667,-75.7
398,33349,3/24/2011 17:00,windsor (canada),on,ca,other,60,less than one minute,small&#44 unusual &quot;fat kayak&quot; flying vehicle/object in the sky (photographed),4/3/2011,45.583333,-72.0
399,33430,3/25/2001 22:30,kingston (canada),on,ca,fireball,30,30 seconds,Green fireball,4/28/2001,44.233333,-76.483333
400,33440,3/25/2004 18:30,toronto (canada),on,ca,sphere,120,2 minutes,Two spheres or discs flying parallel in the sky,4/27/2004,43.666667,-79.416667
401,33480,3/25/2007 22:18,kingston (canada),on,ca,other,30,30 seconds,Observed in Kingston On. Canada&#44 2 grey lines passing one over another overhead.,4/27/2007,44.233333,-76.483333
402,33598,3/26/2005 22:30,windsor (canada),on,ca,oval,300,5 minutes,Strange light over Windsor,5/11/2005,45.583333,-72.0
403,33714,3/27/2002 18:00,newmarket (canada),on,ca,chevron,180,3minutes,&quot;v&quot; shaped orange/red thing in sky moving slowly in the distance.,4/8/2002,44.05,-79.45
404,33738,3/27/2005 20:40,brampton (canada),on,ca,circle,12,12 seconds,Apparently one red hued object with 2 &quot;lights&quot; becomes 2 near Pearson International Airport at 20:40 HRS March 27 2005.,5/11/2005,43.683333,-79.766667
405,33739,3/27/2005 22:15,brampton (canada),on,ca,light,15,10-15 seconds,2 small bright objects moving very fast and doing 360&#39s around each other.,5/11/2005,43.683333,-79.766667
406,33815,3/27/2014 06:00,fort erie (canada),on,ca,fireball,600,5-10 minutes,Bright green flashing sometimes steady light above treeline. almost twinkling in the sky. 20 mins before sunrise.,3/27/2014,42.9,-78.93333299999999
407,33902,3/28/2008 21:20,barrie (canada),on,ca,unknown,30,30 seconds,Unidentified object travels over Barrie eastward  ((NUFORC Note:  Possible sighting of the International Space Station.  PD)),3/31/2008,44.383333,-79.7
408,33997,3/29/2003 02:40,cornwall (canada),on,ca,circle,300,5 minutes,Yeah&#44contact me at (613) ((number deleted)),4/22/2003,46.24,-63.21
409,34008,3/29/2004 19:50,ottawa (canada),on,ca,light,180,2-3 minutes,HI&#44  This is a follow-up to my ealier report&#44 I forgot to put the date in my original report. Use the event date (29-MAR-2004) with thi,4/9/2004,45.416667,-75.7
410,34009,3/29/2004 19:50,ottawa (canada),on,ca,light,180,2-3 minutes,I was out last night taking out the garbage after sunset at around 7:50pm and noticed a light moving across the sky directly above me.,4/9/2004,45.416667,-75.7
411,34022,3/29/2006 15:00,brockville (outside of&#44 before exit 687) (canada),on,ca,circle,10,10 seconds,as I was driving west (note&#44 this is correction:  first submission I indicated east)  on 401&#44 I made my first sighting of a UFO&#44 which,5/15/2006,44.583333,-75.68333299999999
412,34041,3/29/2008 22:15,london (canada),on,ca,light,5,4 to 5 seconds,2 dim lights at night&#44 flying fast in formation&#44 then independently in small arcs; then chased each other in a small circle.,6/12/2008,42.983333,-81.25
413,34063,3/29/2011 05:39,toronto (canada),on,ca,light,8,6-8 seconds,Object in orbit drops green and silver star over city of Toronto&#44 Ontario&#44 Canada at 5:30am then vanishes,4/3/2011,43.666667,-79.416667
414,34390,3/31/2009 21:00,caledonia (canada),on,ca,disk,600,10 minutes,object was disk shaped&#44 the size of a bus,4/14/2009,43.066667,-79.95
415,34475,3/3/2001 04:34,waterdown (canada),on,ca,light,480,8 min,I saw 6-8 huge incredibly bright lights over a house&#44 with a cluster of smaller colourful lights next to it&#44 which suddenly disappeared,4/28/2001,43.333333,-79.883333
416,34486,3/3/2003 12:01,scarborough (canada),on,ca,cross,1500,25 mins,Two brilliant white angel/cross shaped objects lingering above my workplace roof,12/12/2009,43.75,-79.2
417,34663,3/4/2005 22:30,woodstock (outside of) (canada),on,ca,triangle,600,10 minutes,Triangular shaped object with yellow lights hovering above a wooded area and corn field.,5/11/2005,43.133333,-80.75
418,34664,3/4/2005 23:15,scarborough (canada),on,ca,fireball,8,8 sec.,large trail above scarborough,5/11/2005,43.75,-79.2
419,34789,3/5/2005 11:15,scarborough (canada),on,ca,fireball,8,8 sec,The time of the sighting was probably sometime after 11pm on friday march the 5th.  Walking by the intersection of McCowan Rd. and Danf,5/11/2005,43.75,-79.2
420,34828,3/5/2008 22:25,toronto (canada),on,ca,fireball,20,15-20 seconds,Fireball seen falling and exploding over the northern horizon in downtown Toronto,3/31/2008,43.666667,-79.416667
421,34885,3/5/2013 01:15,guelph (canada),on,ca,light,300,5 minutes,Large streaking white light.,4/12/2013,43.55,-80.25
422,34894,3/5/2013 23:42,milton (canada),on,ca,light,120,1-2 minutes,5 bright lights in a chevron pattern moving in a south easterly direction just before midnight&#44 then stopped.,5/15/2013,46.3,-63.216667
423,34965,3/6/2004 20:00,mississauga (canada),on,ca,light,60,1 minute,Saw bright lights in the sky on an unusually warm March night.,9/1/2004,43.15,-79.5
424,35045,3/6/2011 18:20,guelph (canada),on,ca,light,60,one minute,Ball of light over Guelph Lake disappears instantly.,3/10/2011,43.55,-80.25
425,35050,3/6/2012 18:45,owen sound (canada),on,ca,light,21600,6 hours,A friend and I were outside downtown briefly between buildings at sundown (@6:45pm perhaps) when we noticed two extremely bright stars.,3/13/2012,44.566667,-80.85
426,35086,3/7/1998 01:00,thunder bay (canada),on,ca,triangle,20,20seconds,Indiglo coloured&#44 triangle shaped craft that was visible for 30 seconds.,12/2/2000,48.4,-89.233333
427,35103,3/7/1998 18:50,gilmour (canada),on,ca,oval,360,6 minutes,Orange shaft of light eminating up to a wheel,5/24/2005,44.816667,-77.616667
428,35198,3/7/2007 22:30,ottawa (canada),on,ca,light,120,2 min,a bright blinking light in the sky that did not move,4/27/2007,45.416667,-75.7
429,35215,3/7/2009 23:00,sioux lookout (canada),on,ca,oval,60,60 seconds,very earie.,3/19/2009,50.1,-91.916667
430,35329,3/8/2005 20:00,etobicoke (canada),on,ca,disk,120,2 minute,huge saucer&#44 lights in the ccentre slowly moving throughout the sky,6/12/2007,43.7,-79.56666700000001
431,35395,3/8/2011 19:25,barrie (canada),on,ca,light,180,1 - 3  minutes,UFO seen barrie ontario by georgien mall. NO JOKE&#33,3/10/2011,44.383333,-79.7
432,35485,3/9/2004 18:10,mississauga (canada),on,ca,fireball,4,four seconds,Orange type fire object&#44 heading towards the earth at obscure angle very far away.,3/17/2004,43.15,-79.5
433,35655,4/10/2001 08:45,welland (canada),on,ca,light,60,i minute or so,One being in the water and one light in the sky.,4/28/2001,42.983333,-79.25
434,35667,4/10/2002 23:00,barrie (canada),on,ca,flash,45,45 sec,A zig zagging light at low altitude travelling east south east at a speed beyond human capability.,5/14/2002,44.383333,-79.7
435,35699,4/10/2007 14:00,toronto (canada),on,ca,cigar,600,10 minutes,Cigar shaped object seen in Toronto&#44 showed great speed &#44 and ability to hover,10/8/2007,43.666667,-79.416667
436,35828,4/11/2001 07:40,trenton (canada),on,ca,circle,10,10 seconds,There was a bright circular object like a star that was slowly movin across the sky.,4/28/2001,44.1,-77.583333
437,35933,4/11/2012 21:10,milton (canada),on,ca,chevron,20,20 seconds,Clear chevron with lights passed silently overhead.,5/13/2012,46.3,-63.216667
438,36058,4/1/1997 20:10,scarborough (canada),on,ca,triangle,30,30 sec.,Mom &amp; 3 daughters see &quot;rounded&#44 triangular&quot; obj. w/ approx. 20 lights on leading edge streak overhead to S. Bigger than fist overhead.,11/2/1999,43.75,-79.2
439,36067,4/1/1998 21:00,niagara-on-the-lake (canada),on,ca,light,3600,60 minutes,Yellowish orbs over Lake Ontario&#44 often in triangular formation,3/6/2001,43.25,-79.06666700000001
440,36103,4/1/2002 23:30,orangeville (canada),on,ca,rectangle,15,15 seconds,The following incident took place Monday night (April 1st but this is no joke) sometime around 11:30 p.m.&#44 in a rural area about 15 min,4/8/2002,43.916667,-80.083333
441,36131,4/1/2005 02:45,gravenhurst (canada),on,ca,light,5,5 seconds,Canada&#44 02:45 AM&#44 Low-pitched hum&#44 Single point of pale blue light&#44 Moved suddenly&#44 Appeared to be ascending&#44 SW to NW,4/16/2005,44.916667,-79.366667
442,36187,4/1/2010 22:00,niagara falls (canada),on,ca,other,60,1 minute,Bright colorful Shooting Light.,8/24/2010,43.1,-79.05
443,36278,4/12/2002 16:30,barrie (simcoe) (canada),on,ca,fireball,60,1 minute,Fireball In The Sky.,8/1/2003,44.383333,-79.7
444,36293,4/12/2004 19:30,ajax (canada),on,ca,other,900,15 min,Photographing a house in the evening showed an unusual object (s) in the sky and remaining there for several min. and only noticed late,4/27/2004,43.85,-79.016667
445,36297,4/12/2004 21:10,mississauga (canada),on,ca,triangle,15,10-15 sec,my girlfriend and I were just doing a little star gazing in the backyard using 10x50 binoculars&#44 we were looking in the direction of &#39o,5/24/2005,43.15,-79.5
446,36433,4/13/1999 01:00,beaverton (canada),on,ca,triangle,20,0:20,i was walking with a few friends and i saw 3 lights in the sky and they kept on getting closer and closer and suddenly i could make out,12/2/2000,44.433333,-79.15
447,36564,4/13/2014 21:30,thornhill (canada),on,ca,disk,300,5 minutes,Green object with pulsing red light witnessed by couple in Thornhill.,4/18/2014,43.8,-79.416667
448,36636,4/14/2005 22:00,guelph (canada),on,ca,triangle,10,10 seconds,My girlfriend and I were leaving work at 10pm on Wednesday evening. We walked out the doors at at the same time looked at each other an,5/11/2005,43.55,-80.25
449,36714,4/14/2011 21:15,whitby (canada),on,ca,light,10,10 seconds,three fast moveing lights,5/2/2011,43.866667,-78.93333299999999
450,36747,4/14/2013 20:30,wasaga beach (canada),on,ca,unknown,14400,4 hours,Double rack of lights over Georgian Bay,5/15/2013,44.52,-79.99
451,36948,4/15/2003 01:00,goderich (canada),on,ca,egg,20,20 seconds,energy  glows seen over town following aircraft,5/24/2005,43.733333,-81.7
452,36950,4/15/2003 04:55,toronto (canada),on,ca,unknown,60,less than 1 minute,Lout jet noise heard in Toronto - but no jet.,4/22/2003,43.666667,-79.416667
453,37022,4/15/2007 22:00,toronto (canada),on,ca,unknown,1800,30mins,Color changing bright light spotted over downtown Toronto.,4/27/2007,43.666667,-79.416667
454,37217,4/16/2007 22:30,dryden (canada),on,ca,unknown,900,10-15 min,A red flashing object which was moving in a fast&#44erratic way and made a sharp turn from east to south direction,4/27/2007,49.783333,-92.833333
455,37304,4/16/2013 02:00,burlington (canada),on,ca,unknown,45,45 seconds,Odd phenomenon green light in sky that caused the power to distort and then fail.,5/15/2013,43.316667,-79.8
456,37330,4/16/2014 22:45,cambridge (canada),on,ca,changing,900,>15 minutes,Strange flying object changing shape and only visible through certain camera devices.,4/18/2014,43.383333,-80.31666700000001
457,37397,4/17/2005 14:00,windsor (canada),on,ca,oval,30,30 seconds,Three oval shaped objects plumeted towards the earth making a horrific buzzing and then screeching sound then vanishing.,5/11/2005,45.583333,-72.0
458,37449,4/17/2009 10:10,toronto (canada),on,ca,circle,1800,30 min,Hovering object flickering overtop Toronto&#33,5/12/2009,43.666667,-79.416667
459,37588,4/18/2007 22:10,sudbury (canada),on,ca,triangle,10,10 seconds,Three red lights in triangle formation skim overhead&#44 twist&#44 appear to merge&#44 then disappear,4/27/2007,46.5,-80.966667
460,37733,4/19/2005 23:15,toronto (canada),on,ca,triangle,60,around one minute,silent craft over west end toronto,5/11/2005,43.666667,-79.416667
461,37881,4/20/1999 03:00,milton (canada),on,ca,other,300,5 minutes,Very close encounter of a man-made aircraft with hovering abilities and a soundless propulsion system,6/4/2004,46.3,-63.216667
462,37888,4/20/2000 09:30,longlac (canada),on,ca,formation,720,12 minutes,Northwestern ontario sighting while ice fishing&#33,5/24/2005,49.783333,-86.55
463,37934,4/20/2004 20:30,toronto (canada),on,ca,disk,600,5-10 mintues,At approx. 20:36 on my way home from work.  I was driving through this stretch of farm field area.  I was distracted by a very white li,4/27/2004,43.666667,-79.416667
464,37959,4/20/2007 22:00,waterdown (canada),on,ca,other,60,aprox 1 min,This object left as it came&#44 leaving me with thoughts as to what it might have been and did anyone else see it???,4/27/2007,43.333333,-79.883333
465,38003,4/20/2010 21:00,keswick (canada),on,ca,light,900,15 min,((HOAX))  it was coming in and out of focus but i couls see it moving in many different directions&#44&#44&#44,5/12/2010,44.25,-79.466667
466,38064,4/20/2014 21:05,stayner (canada),on,ca,circle,300,5 minutes,Four red glowing objects in the sky.,4/24/2014,44.416667,-80.083333
467,38117,4/21/2004 03:00,kemptville (canada),on,ca,oval,45,about 45 secs.,2 Orange Ovals fly at great speeds and making hairpin turns while surveying energy field in thunderstorm near Ottawa Ontario.,9/1/2004,45.016667,-75.633333
468,38156,4/21/2007 23:00,etobicoke (canada),on,ca,light,60,1 minute,This sighting was sparked by the question&#44&quot;Why do dogs howl at the moon?&quot;  The answer&#44 I said in my head was because they are communica,6/12/2007,43.7,-79.56666700000001
469,38334,4/2/2008 02:25,toronto (canada),on,ca,unknown,2,few seconds,Craft traveling from east to west in Toronto,4/17/2008,43.666667,-79.416667
470,38363,4/2/2011 21:00,renfrew (canada),on,ca,cone,30,30 seconds,((NUFORC Note:  Student report. PD)) we saw a red cone like obect move across the sky at a very high speen and blink 2x and disapeared.,4/3/2011,45.466667,-76.68333299999999
471,38495,4/22/2007 21:45,ingersoll (canada),on,ca,triangle,5,5seconds,5 pentagons glowing white&#44transparent then 7 glowing white transparent triangles follow.,4/27/2007,43.033333,-80.883333
472,38555,4/22/2012 21:40,owen sound (canada),on,ca,light,20,15 to 20 seconds,My wife and myself walking our dog in our city . Walking southward to northward I looked up in sky and spotted 3 lights&#44 at first I tr,5/13/2012,44.566667,-80.85
473,38561,4/22/2013 05:25,naughton (canada),on,ca,circle,360,6 minutes,4 red circular objects accompanied by large noise&#44 two joined and then paired with the other two to form one large red circular craft.,5/15/2013,46.4,-81.166667
474,38602,4/23/1994 01:00,brampton (near toronto) (canada),on,ca,,120,2min,The whole north west sky lit up.  Near Dorsett Park&#44 facing North west at 1:00am in the morning.  There were very few clouds in the sky,12/2/2000,43.683333,-79.766667
475,38607,4/23/1996 04:45,colchester (canada),on,ca,circle,1200,15-20 minutes,ufo over lake erie in brood daylight / 1996,1/31/2004,41.983333,-82.93333299999999
476,38628,4/23/2000 21:30,scarborough (toronto) (canada),on,ca,disk,10,10 seconds,I was looking west watching a commercial jet fly overhead and noticed three disc shaped objects that formed a triangle move quickly and,12/2/2000,43.75,-79.2
477,38701,4/23/2009 21:39,malton (canada),on,ca,light,60,60 seconds,Large yellow orb that didn&#8217;t flash&#44 blink or make any sound (reminded me of a star)that remained motionless in the sky near an airport&#44,5/12/2009,43.7,-79.633333
478,38792,4/24/2001 08:00,london (ontario) (canada),on,ca,egg,300,5 min,04/01 Below London Ontario Flattened Egg 10 feet of ploughed feild paseing my Van  11/01,12/7/2006,42.983333,-81.25
479,38811,4/24/2003 21:50,guelph (canada),on,ca,triangle,35,35 seconds,V-Shaped object(s) sighted above Guelph Ontario April 24 2003,4/27/2003,43.55,-80.25
480,38813,4/24/2003 22:05,kitchener (canada),on,ca,triangle,120,2 minutes,Large black triangle objects with globe shaped lights moving through the sky extreamly fast with no sound.,5/13/2003,43.45,-80.5
481,38822,4/24/2004 20:30,acton (canada),on,ca,light,1200,approx: 20 minutes,HBCCUFO CANADIAN REPORT:  Formation of lights.,5/4/2004,43.633333,-80.033333
482,38869,4/24/2009 11:53,huntsville (canada),on,ca,egg,300,5 minutes,((HOAX))  UFO Sighting :),5/12/2009,45.333333,-79.216667
483,38872,4/24/2009 19:00,ottawa (canada),on,ca,disk,60,1 minute,Shiny shape suspended  in sky not moving,5/12/2009,45.416667,-75.7
484,38942,4/24/2014 21:10,whitby (canada),on,ca,formation,600,1:10 minutes,5 Bright Orange Lights in the Sky - In an Octagon Formation,5/2/2014,43.866667,-78.93333299999999
485,38995,4/25/2001 18:10,ajax (canada),on,ca,cone,20,20 seconds,Cone shaped object seen in daytime.,4/28/2001,43.85,-79.016667
486,39136,4/26/1999 00:30,oshawa (canada),on,ca,unknown,10,10 seconds,Rapidly moving lights in westerly direction&#44 then disappearing.,12/2/2000,43.9,-78.866667
487,39321,4/27/2002 12:30,ottawa (canada),on,ca,oval,60,aprox 1 min,on sat. april 27 at 1230 pm.i was on my lunch brack at the convent [were i work as a cook].i was in the yard when i looked up to se if,5/14/2002,45.416667,-75.7
488,39357,4/27/2007 22:49,mississauga (canada),on,ca,light,1,1 second,A birght blue light stationary in the sky,6/12/2007,43.15,-79.5
489,39420,4/27/2013 21:20,cobourg (canada),on,ca,fireball,90,1.5 minutes,Orange glow traveling silently at high speed in northwesterly direction.,5/15/2013,43.966667,-78.166667
490,39626,4/29/1998 22:00,markham (canada),on,ca,other,900,~15 min.,It was an object&#44 very far off yet close to the horizon. Light yellow in colour and it appeared exactly like the planet saturn but the,12/2/2000,43.866667,-79.266667
491,39635,4/29/2001 16:35,london (canada),on,ca,light,1500,25 minutes,Stationary lights in the day  sky over London Ontario.,8/5/2001,42.983333,-81.25
492,39726,4/29/2007 21:39,windsor (canada),on,ca,formation,3,3 seconds,Three white lights fly north over Detroit&#44 followed minutes later by a lighted Chevron object.,6/12/2007,45.583333,-72.0
493,39731,4/29/2007 22:15,kingston (canada),on,ca,other,300,5 minutes,bright light over city for 5minutes  ((NUFORC Note:  Venus?  PD)),6/12/2007,44.233333,-76.483333
494,39807,4/29/2014 23:30,waterdown (canada),on,ca,fireball,1500,25 minutes,Bright light hovering in horizon in Waterdown Ontario.,5/2/2014,43.333333,-79.883333
495,39821,4/30/1997 20:00,toronto (canada),on,ca,,180,3 minutes at least,our web camera captured images of a strange craft hovering and moving over toronto,12/2/2000,43.666667,-79.416667
496,39918,4/30/2010 21:00,erin (canada),on,ca,triangle,180,3 min,Erin Ontario UFO SIghting,5/12/2010,43.766667,-80.06666700000001
497,40022,4/3/2006 07:30,hamilton (canada),on,ca,disk,2,seconds,3 Sightings Over Lake Ontario,5/15/2006,43.25,-79.833333
498,40034,4/3/2007 13:00,north bay (canada),on,ca,egg,600,10 minutes,7 Golden Discs sighted over Nothern Ontario Lake in April 2007,11/28/2007,46.3,-79.45
499,40158,4/4/2003 20:00,london (just west of) (canada),on,ca,sphere,10,5-10 seconds,A blue sphere crashes towards the earth&#44 illuminating the sky in a glowing blue light.,4/22/2003,42.983333,-81.25
500,40168,4/4/2004 20:20,belleville (canada),on,ca,unknown,60,<1min.,strange object dicovered in movie footage.(dvd--U turn&#44 w.Sean Penn ; position in movie--116:10:15),10/27/2004,44.166667,-77.383333
501,40191,4/4/2006 22:30,milton (canada),on,ca,sphere,3,3 sec,Green Glowing Sphere of light.  ((NUFORC Note:  Possible meteor??  PD))((NUFORC Note:  Possible meteor??  PD)),5/15/2006,46.3,-63.216667
502,40305,4/5/1999 16:00,chatham (canada),on,ca,unknown,14,14 seconds,Very Fast&#44 25000 feet&#44 South to North&#44 Silver&#44 Flashing VERY BRIGHTLY 4-5 times per second&#44 horizon to horizon in about 12 seconds,12/2/2000,42.4,-82.18333299999999
503,40351,4/5/2005 22:20,toronto (canada),on,ca,formation,900,15m,Light formations&#44 Toronto,4/16/2005,43.666667,-79.416667
504,40536,4/6/2008 00:30,waterloo (canada),on,ca,light,10,5-10 seconds,Shape becomes 2 lights flying in an erratic pathway while doing semi circles.,4/17/2008,45.35,-72.516667
505,40544,4/6/2008 23:00,oakville (canada),on,ca,triangle,10,10 seconds,Single ship with three balls of light sent out from it,4/17/2008,43.433333,-79.666667
506,40545,4/6/2008 23:45,orleans (canada),on,ca,light,12,8-12 seconds,Two red lights seen over eastern ontario in the north/eastern direction of the sky,4/17/2008,45.466667,-75.516667
507,40559,4/6/2010 22:13,wallaceburg (canada),on,ca,light,6,4 to 6 seconds,I guess I just seen a green meteor&#44 no big deal&#33,4/13/2010,42.583333,-82.366667
508,40560,4/6/2010 23:30,toronto (canada),on,ca,cigar,30,0:30,A cigar shaped object that made no sound&#44 had two glowing red circular lights at the bottom&#44 flying in a North direction.,5/12/2010,43.666667,-79.416667
509,40602,4/6/2013 22:30,brampton (canada),on,ca,light,1800,30 minutes,2 amber lights moving slowly over Ontario sky.,5/15/2013,43.683333,-79.766667
510,40697,4/7/2006 12:30,mississauga (canada),on,ca,disk,15,10-15 seconds,Silver disk flying in distance&#44 seen from Mississauga school yard,5/15/2006,43.15,-79.5
511,40752,4/7/2011 20:35,ottawa (canada),on,ca,light,120,1-2 min,2 glowing orange orbs&#44 no sound&#44 no apparent mass remained perfectly equidistant the entire time observed.,5/2/2011,45.416667,-75.7
512,40755,4/7/2011 23:00,barrie (canada),on,ca,other,120,00:2 mins,FROM WHAT I COULD SEE IT FLEW THROUGH ABOUT 20 OR 30 MILES OF SKY IN LESS THAN 6 OR 7 SECONDS,5/2/2011,44.383333,-79.7
513,40856,4/8/2005 23:00,oakville (canada),on,ca,unknown,120,2 mins approx,SIX ORANGE LIGHT MOVING QUICKLY ACROSS A NIGHT SKY,4/16/2005,43.433333,-79.666667
